bathrooms,bedrooms,city,region,monthSold,homeType,livingArea,lotSize,price,yearBuilt,resoFacts.garageParkingCapacity,NearestSchoolDistance,NearestHospitalDistance,ShopsIn2Miles
3,2,San Mateo,Bay Area,August,TOWNHOUSE,1121,99229,1260000,1986,1,0.80187706,1.79111119,122
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,2011,6956,1750000,1948,2,0.36339814,1.88955921,193
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,2014,5863,2145000,1964,2,0.3714918,2.58401503,173
2,2,San Francisco,Bay Area,August,CONDO,1068,1738,1210000,1890,1,0.05478754,0.38618711,1208
4,4,San Diego,San Diego County,August,SINGLE_FAMILY,3441,9314,2355000,2003,3,0.85718291,4.5722093,46
2,3,Venice,LA County,August,SINGLE_FAMILY,1125,5858,1620000,1947,0,0.13255152,1.1958899,458
2,3,San Mateo,Bay Area,September,TOWNHOUSE,1450,2178,1480800,1978,2,0.60293251,1.19156132,137
2,3,Ventura,Central Coast,August,SINGLE_FAMILY,1531,8398,1365000,1954,2,0.36053882,0.56638955,61
2,3,Long Beach,LA County,September,SINGLE_FAMILY,1530,7026,1350000,1927,2,0.08658983,0.99122297,44
1,2,San Francisco,Bay Area,July,CONDO,1158,2963,1200000,1908,1,0.09663819,0.40436533,983
4,4,Placentia,Orange County,August,SINGLE_FAMILY,2603,4000,1305000,2002,2,0.2956032,1.86864925,25
2,4,South San Francisco,Bay Area,August,SINGLE_FAMILY,1630,4500,1380000,1955,2,0.19220385,0.58847477,81
2,2,San Francisco,Bay Area,September,CONDO,1002,,1315000,1909,0,0.20826422,0.46590176,927
8,8,Anaheim,Orange County,August,MULTI_FAMILY,3820,8712,1537500,1964,5,0.17834578,1.77706244,43
4,6,Oxnard,Central Coast,July,SINGLE_FAMILY,2788,3150,1650000,1974,4,0.56614466,5.43971773,7
5,5,Norco,Inland Empire,June,SINGLE_FAMILY,3906,43995,1524000,2004,3,0.79981595,2.96051942,23
4,4,Daly City,Bay Area,July,SINGLE_FAMILY,2240,2809,1350000,2002,0,0.59490119,2.99719111,81
3,3,Carlsbad,San Diego County,August,SINGLE_FAMILY,2046,71616,1437500,2001,2,0.20609805,5.00355435,72
4,6,Fullerton,Orange County,August,SINGLE_FAMILY,5015,17875,1700000,1955,2,0.3973144,0.22465597,40
2,3,Glendale,San Fernando Valley,September,SINGLE_FAMILY,1682,2588,1100000,1963,2,0.10864984,1.14631684,197
3,3,San Diego,San Diego County,August,TOWNHOUSE,1878,,1305000,2012,2,0.24276669,3.94618287,25
3,4,Danville,Bay Area,August,SINGLE_FAMILY,2489,15245,2110000,1990,3,1.07896948,2.25499471,42
4,4,Orange,Orange County,July,SINGLE_FAMILY,3264,7174,1790000,2002,3,0.49900384,4.41892993,2
3,5,Carlsbad,San Diego County,August,SINGLE_FAMILY,2837,,2110000,1988,3,0.31801673,4.25349357,9
2,2,San Francisco,Bay Area,July,CONDO,1061,1925,1325000,1967,1,0.22434258,0.8247984,1286
2,3,Long Beach,LA County,September,SINGLE_FAMILY,1866,3184,1543000,1944,2,0.26052949,1.33569441,149
2,3,Encinitas,San Diego County,July,SINGLE_FAMILY,1983,9700,1895000,1976,2,0.67828866,1.54616904,53
3,4,San Francisco,Bay Area,July,SINGLE_FAMILY,2378,3001,2050000,1938,1,0.46176661,1.39300789,590
3,4,Brea,Orange County,June,SINGLE_FAMILY,2618,13275,1300000,1962,2,0.62622636,1.14363461,40
4,8,Covina,San Gabriel Valley,July,MULTI_FAMILY,3464,9799,1250000,1959,0,0.39276334,0.8702083,48
2,3,Glendale,San Fernando Valley,July,SINGLE_FAMILY,1600,7331,1385000,1938,0,0.48252663,0.84150928,177
4,4,San Francisco,Bay Area,August,MULTI_FAMILY,2624,2217,1850000,1955,0,0.26796968,0.78523288,1766
3,3,San Diego,San Diego County,July,SINGLE_FAMILY,2344,41579,1450000,1986,2,0.72481641,2.615782,29
3,4,Fullerton,Orange County,July,SINGLE_FAMILY,2326,5880,1370000,1978,2,0.53885987,1.02304307,28
2,3,Cupertino,Bay Area,June,SINGLE_FAMILY,1219,5100,2230000,1953,0,0.44203914,1.36186204,348
3,4,Anaheim,Orange County,July,SINGLE_FAMILY,2000,5000,1190000,1992,2,0.32478514,5.86940277,28
2,2,Cupertino,Bay Area,August,TOWNHOUSE,1060,,1200000,1973,2,0.46725528,1.48056696,307
2,2,Cupertino,Bay Area,August,CONDO,1060,1344,1275000,1973,0,0.48727988,1.50278743,305
3,4,Gilroy,Bay Area,September,SINGLE_FAMILY,2357,6098,1125000,2000,3,0.13683891,1.84159145,287
3,4,Los Alamitos,Orange County,July,SINGLE_FAMILY,2564,8250,2250000,1960,2,0.10385537,0.99821398,32
5,5,Anaheim,Orange County,September,SINGLE_FAMILY,3804,35363,2377500,1995,2,0.58261085,4.78111224,31
,,Anaheim,Orange County,August,LOT,,69696,1706000,,0,0.7920921,5.41509368,0
4,4,Long Beach,LA County,July,MULTI_FAMILY,3344,2675,1175000,1920,0,0.43513234,1.0246714,264
3,3,Poway,San Diego County,September,SINGLE_FAMILY,2125,27007,1549500,1972,3,0.85520627,0.87249718,40
3,3,Fremont,Bay Area,July,TOWNHOUSE,1400,871,1255000,1996,2,0.48593504,0.36218797,130
4,4,Poway,San Diego County,July,SINGLE_FAMILY,3392,31798,2205000,1969,2,0.25871037,1.72365691,10
3,4,Foster City,Bay Area,August,TOWNHOUSE,1700,1890,1810000,1972,2,0.32028632,1.57733596,131
2,2,Long Beach,LA County,July,SINGLE_FAMILY,1475,4094,1415000,1926,1,0.1514364,1.42990954,164
3,3,Oxnard,Central Coast,June,SINGLE_FAMILY,3256,5350,2395000,2005,2,0.86944333,4.66878405,7
3,4,Encino,San Fernando Valley,July,SINGLE_FAMILY,2005,5003,1365000,1963,2,0.70228619,0.33701652,33
3,2,Carlsbad,San Diego County,August,TOWNHOUSE,1545,80755,1150000,1999,2,0.77053301,4.90119492,24
3,3,Encinitas,San Diego County,July,TOWNHOUSE,1621,,1190000,1984,2,0.28238318,2.23484336,53
2,3,Encinitas,San Diego County,September,CONDO,1056,,1110000,1979,1,0.54052166,2.03103892,50
2,3,Long Beach,LA County,August,SINGLE_FAMILY,1852,8946,1350000,1947,2,0.54804058,0.9693148,263
2,3,Fullerton,Orange County,July,SINGLE_FAMILY,2200,11326,1630000,1958,2,0.87330185,0.99828546,49
5,4,Los Angeles,LA County,August,SINGLE_FAMILY,2510,5026,1890000,1998,0,0.57801995,2.14863313,271
3,3,Fullerton,Orange County,September,TOWNHOUSE,1782,1000,1140000,2005,2,0.27262943,2.12724442,19
3,5,Granite Bay,North Central,August,SINGLE_FAMILY,3337,8725,1292500,1994,3,0.3081209,2.02460174,21
2,4,Orange,Orange County,June,SINGLE_FAMILY,2000,10578,1400000,1966,2,0.20686065,1.37161602,28
2,3,Aptos,Central Coast,July,SINGLE_FAMILY,1617,2744,1600000,1984,1,0.59672415,4.27216259,36
4,5,Anaheim,Orange County,July,SINGLE_FAMILY,2404,8032,1135000,1965,3,0.20391255,1.56447612,48
3,4,Danville,Bay Area,September,SINGLE_FAMILY,3237,6969,2400808,1991,3,0.34537729,3.90574125,35
2,3,Long Beach,LA County,August,SINGLE_FAMILY,1539,6020,1199000,1953,2,0.17231807,1.49170527,149
2,4,West Hills,San Fernando Valley,July,SINGLE_FAMILY,2554,10872,1152000,1977,0,0.21435757,1.12314054,24
4,6,Diamond Bar,San Gabriel Valley,August,SINGLE_FAMILY,2766,7226,1165000,1967,2,0.19653335,1.96728605,6
3,4,Hayward,Bay Area,June,SINGLE_FAMILY,2672,10837,1235000,1975,2,0.25329917,2.3285729,46
5,5,Calabasas,San Fernando Valley,July,SINGLE_FAMILY,3964,8270,2150000,1987,3,0.63667892,1.84529166,11
4,5,Hayward,Bay Area,August,SINGLE_FAMILY,2975,13939,1925000,2024,2,0.45201062,2.81269124,15
2,3,Long Beach,LA County,July,SINGLE_FAMILY,2390,6344,1610000,1933,2,0.39969547,1.31236668,260
3,5,Norco,Inland Empire,June,SINGLE_FAMILY,3343,21780,1300000,2004,3,0.79315567,3.1726548,8
2,3,Rancho Palos Verdes,South Bay,August,SINGLE_FAMILY,1866,13938,1900000,1972,2,0.60778924,4.04091337,36
3,4,Hayward,Bay Area,July,SINGLE_FAMILY,2543,6534,1175000,1961,2,0.51024935,2.45979203,7
6,6,Carlsbad,San Diego County,July,SINGLE_FAMILY,4453,18442,2450000,2001,3,0.2644913,5.65602507,21
4,4,Los Alamitos,Orange County,August,SINGLE_FAMILY,3338,7700,2465000,1964,3,0.45395874,1.70293694,34
2,4,Los Alamitos,Orange County,June,SINGLE_FAMILY,1619,7700,1400000,1959,2,0.28522369,0.70464601,38
5,5,Norco,Inland Empire,August,SINGLE_FAMILY,4488,38768,1450000,2004,4,0.45126741,3.12351924,20
2,3,Los Alamitos,Orange County,July,SINGLE_FAMILY,1736,7560,1300000,1958,0,0.59950596,1.60668292,26
2,3,Carlsbad,San Diego County,August,SINGLE_FAMILY,1572,189634,1220555,1979,2,0.43559659,4.19256512,17
3,4,Fremont,Bay Area,July,SINGLE_FAMILY,1929,3600,2250000,1992,2,0.49747453,4.42624997,29
3,3,Foster City,Bay Area,August,TOWNHOUSE,1580,1776,1700000,1974,2,0.22935369,2.10117452,112
2,3,Fremont,Bay Area,June,SINGLE_FAMILY,1107,6969,1210000,1956,2,0.39595633,2.74192694,50
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,1894,4787,2350000,1948,0,0.1390178,1.45449645,550
2,3,Long Beach,LA County,July,SINGLE_FAMILY,1612,7638,1250000,1938,2,0.61742935,1.3400184,80
3,3,Fremont,Bay Area,September,TOWNHOUSE,1637,871,1310000,1998,2,0.56590336,0.13608645,136
2,3,Fremont,Bay Area,July,SINGLE_FAMILY,1296,5429,1225000,1952,2,0.36360823,2.13217604,110
2,2,Los Angeles,LA County,July,SINGLE_FAMILY,922,2818,1199000,1951,0,0.58574517,1.67499659,559
2,3,Fullerton,Orange County,August,SINGLE_FAMILY,1953,16905,1100000,1960,2,0.10556116,0.95051134,43
4,4,Fremont,Bay Area,September,TOWNHOUSE,1738,,1370000,2010,2,0.08386198,1.32591941,171
4.5,4,Gilroy,Bay Area,July,SINGLE_FAMILY,4327,106722,1895000,1999,0,2.87898196,4.87321466,2
3,3,Fremont,Bay Area,July,TOWNHOUSE,1400,4356,1370000,2004,2,0.60662637,6.92182753,67
4,5,Lakewood,LA County,July,SINGLE_FAMILY,2761,5359,1323000,2020,1,0.51874026,1.31664628,176
3,3,Los Alamitos,Orange County,September,SINGLE_FAMILY,1713,6098,1230000,1963,0,1.07066318,1.29652448,70
2,2,Oxnard,Central Coast,September,SINGLE_FAMILY,1517,4060,1649000,1976,2,1.13905598,5.13044092,6
2,3,Fremont,Bay Area,July,SINGLE_FAMILY,1913,6098,1768888,1963,2,0.18554715,1.28572129,148
6,6,Long Beach,LA County,July,SINGLE_FAMILY,3219,3612,2145000,1973,4,0.50827049,1.70974539,160
1,3,Redwood City,Bay Area,July,SINGLE_FAMILY,1320,5200,1565000,1930,2,0.25894102,0.94593148,331
2,3,La Jolla,San Diego County,July,SINGLE_FAMILY,1876,,2500000,1963,2,0.49609915,4.32585355,134
5,4,Los Angeles,LA County,July,SINGLE_FAMILY,3400,5257,2175000,2020,0,0.16009759,1.49799153,115
1,3,Gilroy,Bay Area,September,SINGLE_FAMILY,1000,613760,1350000,1944,0,2.34341357,4.01140836,33
3,3,Long Beach,LA County,July,SINGLE_FAMILY,2560,3720,2300000,1998,2,0.61830327,0.97771427,185
6,5,Carlsbad,San Diego County,July,SINGLE_FAMILY,3906,,1880000,2001,3,0.43628033,5.37352765,36
3,5,Rancho Palos Verdes,South Bay,July,SINGLE_FAMILY,2128,9369,1960000,1963,2,0.50261292,3.87779287,38
3,4,Anaheim,Orange County,August,SINGLE_FAMILY,2271,12025,1450000,1974,2,0.56900105,4.60675686,24
3,5,Anaheim,Orange County,August,SINGLE_FAMILY,2536,7800,1250000,1974,3,0.6967422,4.76743229,25
1,3,Redondo Beach,LA County,August,SINGLE_FAMILY,1112,7752,1957500,1951,2,0.29185809,1.28911351,309
3,4,Gilroy,Bay Area,August,SINGLE_FAMILY,2059,7000,1150000,1977,0,0.10961653,2.56807036,380
2,3,Los Angeles,LA County,August,SINGLE_FAMILY,1361,6926,1190000,1949,2,0.41163138,1.31732696,111
2,3,Fremont,Bay Area,June,SINGLE_FAMILY,1498,6969,1620000,1955,2,0.05900582,1.63880417,54
2,2,Carlsbad,San Diego County,August,SINGLE_FAMILY,1445,2994,1425000,1984,2,0.77016183,4.4779304,34
3,4,Encinitas,San Diego County,July,SINGLE_FAMILY,1951,9500,1890000,1976,0,0.89145316,1.76331836,51
2,2,Los Angeles,LA County,July,SINGLE_FAMILY,1650,6054,2000000,1925,0,0.25610756,1.00722406,513
2,4,Anaheim,Orange County,August,SINGLE_FAMILY,2583,15680,1685000,1977,3,0.53761265,5.35580354,21
3,4,Foster City,Bay Area,June,SINGLE_FAMILY,2760,4057,2250000,1977,2,0.29845233,2.04849908,112
3,3,Los Angeles,LA County,July,SINGLE_FAMILY,2180,7318,2360000,1950,2,0.11787042,1.98927239,192
3,4,Foster City,Bay Area,August,SINGLE_FAMILY,2290,10332,2305000,1966,1,0.1966381,3.2234699,15
3,5,Carlsbad,San Diego County,August,SINGLE_FAMILY,2631,7770,2000000,2000,2,0.45398946,2.66411646,56
3,3,Fremont,Bay Area,August,TOWNHOUSE,1663,2178,1186998,1984,2,0.53614222,1.78525604,93
3,3,Carlsbad,San Diego County,August,SINGLE_FAMILY,2716,10560,2110000,2001,3,0.48771545,3.2844041,40
1,3,Los Angeles,LA County,July,SINGLE_FAMILY,984,6037,1300000,1945,0,0.32092947,2.06976509,188
3,4,Los Angeles,LA County,September,SINGLE_FAMILY,2300,2999,1357000,1964,1,0.68817778,1.95484567,279
5,4,Granite Bay,North Central,September,SINGLE_FAMILY,5525,26794,1729000,1991,4,1.68602989,5.87035439,0
4,4,Monterey Park,San Gabriel Valley,September,SINGLE_FAMILY,2344,7060,1128000,1954,2,0.49578993,0.16830245,47
3,4,Placentia,Orange County,August,SINGLE_FAMILY,1532,7200,1207000,1964,2,0.44065568,0.76466341,51
4,4,Garden Grove,Orange County,July,SINGLE_FAMILY,3151,7224,1460000,2006,2,0.2050723,1.89909325,169
2,3,Daly City,Bay Area,July,SINGLE_FAMILY,0,4081,1290000,1960,0,0.36541431,1.40493362,97
2,2,Foster City,Bay Area,August,TOWNHOUSE,1260,2529,1305000,1975,2,0.19682696,2.23821995,43
3,4,La Jolla,San Diego County,July,TOWNHOUSE,2685,41742,2495000,1990,2,1.30892106,0.80179669,85
2,3,San Mateo,Bay Area,August,SINGLE_FAMILY,1650,5000,1540000,1939,0,0.27736149,0.66158715,142
2,3,San Diego,San Diego County,July,SINGLE_FAMILY,1274,5500,1150000,1973,2,0.59485941,2.93655626,37
2,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1770,3031,1875000,1938,1,0.16776196,0.26907219,757
3,4,San Mateo,Bay Area,July,SINGLE_FAMILY,2140,2918,2300000,1976,2,0.31770541,1.92201947,171
1,2,San Mateo,Bay Area,July,SINGLE_FAMILY,1170,5000,1250000,1947,1,0.26525481,1.15759829,132
2,4,Venice,LA County,August,SINGLE_FAMILY,2720,4443,2013123,1947,0,0.32059334,1.04378449,400
3,3,San Diego,San Diego County,September,CONDO,2384,,1625000,1988,2,0.93649093,2.89054889,29
4,5,San Francisco,Bay Area,September,SINGLE_FAMILY,2055,3036,2250000,1958,2,0.31343039,0.59424331,1139
1,2,Santa Clara,Bay Area,September,SINGLE_FAMILY,744,6794,1250000,1993,2,0.55365675,1.30052236,750
2,4,San Diego,San Diego County,August,SINGLE_FAMILY,1889,8351,1188000,1985,2,1.03243458,2.9015899,23
3,4,San Diego,San Diego County,July,TOWNHOUSE,1572,150717,1375000,2006,2,0.2552396,0.26537995,2
3,3,San Diego,San Diego County,August,SINGLE_FAMILY,2356,5386,1750000,2002,2,0.68682572,1.75268505,5
2,3,San Francisco,Bay Area,September,SINGLE_FAMILY,1200,3001,1490625,1927,1,0.1928371,1.58160493,284
3,4,San Francisco,Bay Area,July,SINGLE_FAMILY,1800,2748,1506500,1957,2,0.31841781,0.43354641,1090
3,3,San Mateo,Bay Area,June,SINGLE_FAMILY,2190,4620,2100000,1975,2,0.8991797,1.45790475,101
2,3,San Mateo,Bay Area,September,SINGLE_FAMILY,1830,5000,2150000,1929,1,0.42224754,0.99253235,173
2,3,San Mateo,Bay Area,July,SINGLE_FAMILY,1220,5488,1250000,1958,0,0.22092432,1.83066702,171
3,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1966,4068,2060000,1947,1,0.33786492,0.51463374,910
1,3,San Mateo,Bay Area,July,SINGLE_FAMILY,1000,7000,1500000,1952,1,0.08787984,1.37873963,107
3,3,Santa Cruz,Central Coast,July,SINGLE_FAMILY,1751,2526,1150000,2007,2,0.09868844,1.83644043,346
1,2,San Francisco,Bay Area,August,SINGLE_FAMILY,0,2495,1130000,1941,0,0.23247233,1.34091675,466
2.5,4,San Diego,San Diego County,August,MULTI_FAMILY,2281,3746,1403000,1990,0,0.44905529,3.21232684,42
2,2,Santa Clara,Bay Area,September,SINGLE_FAMILY,1142,5985,1132000,1949,0,0.1817008,1.76957001,549
3,4,Venice,LA County,July,SINGLE_FAMILY,2429,63000,1800000,1996,2,0.37212004,1.45641154,479
3,4,Santa Clarita,LA County,August,SINGLE_FAMILY,2883,6952,1100000,1988,2,0.4010623,5.01605658,1
4,6,San Mateo,Bay Area,July,MULTI_FAMILY,3538,8500,2056000,1907,2,0.45308741,0.88998114,149
3,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1889,2495,1360000,1928,0,0.12041827,2.27490706,366
3,3,Santa Clara,Bay Area,September,SINGLE_FAMILY,1589,2614,1450000,2000,2,0.59369174,4.67488839,102
3,3,Woodland Hills,San Fernando Valley,September,SINGLE_FAMILY,2212,9136,1325000,1946,0,0.58383603,0.70585181,125
2,3,San Bruno,Bay Area,August,SINGLE_FAMILY,1130,5000,1400000,1958,2,0.33323229,2.91806064,35
2,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1250,2495,1100000,1941,1,0.11406482,2.32775071,361
3,5,Woodland Hills,San Fernando Valley,July,SINGLE_FAMILY,3038,11105,2385000,1963,2,0.13958936,1.43893168,68
2,3,San Bruno,Bay Area,August,SINGLE_FAMILY,1580,7800,1579500,1957,2,0.25846915,2.9002584,31
5,7,San Francisco,Bay Area,July,SINGLE_FAMILY,3600,7840,1950600,1977,2,0.27645757,1.46765812,265
2,2,Venice,LA County,July,SINGLE_FAMILY,1518,4220,1715000,1941,2,0.23859962,1.4864388,263
2.5,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1917,3249,1200000,1940,0,0.192591,1.52253386,380
2,2,San Mateo,Bay Area,September,TOWNHOUSE,1260,1752,1270000,1978,2,0.59503724,1.19200342,136
2,4,San Mateo,Bay Area,August,SINGLE_FAMILY,1340,5000,1550000,1948,1,0.3952477,1.04096086,139
5,7,San Francisco,Bay Area,September,SINGLE_FAMILY,3092,2583,1670000,2010,0,0.38462062,2.03619866,278
2,2,San Francisco,Bay Area,September,CONDO,1157,2850,1675000,1907,0,0.20197124,0.82880076,1281
2,3,Santa Barbara,Central Coast,September,SINGLE_FAMILY,1588,9583,2495000,1975,0,0.06236554,1.73383695,40
3,4,San Francisco,Bay Area,September,SINGLE_FAMILY,1630,1873,1600000,1940,1,0.14793992,2.10563873,375
3,5,Seal Beach,Orange County,September,SINGLE_FAMILY,2592,5300,1607000,1971,2,1.48694135,1.85260963,26
3,3,Santa Clara,Bay Area,July,SINGLE_FAMILY,1199,1742,1100000,2001,2,0.70208927,4.59240576,101
3,3,South San Francisco,Bay Area,July,SINGLE_FAMILY,2050,3600,1475000,1997,2,0.31249732,1.32743116,28
2,4,Santa Barbara,Central Coast,July,SINGLE_FAMILY,1547,6534,1349000,1963,0,0.43028509,0.58254838,43
2,3,San Bruno,Bay Area,August,SINGLE_FAMILY,1550,5000,1710000,1959,2,0.12413887,3.18024599,29
2,4,Woodland Hills,San Fernando Valley,July,SINGLE_FAMILY,1900,7466,1650000,1958,2,0.24635799,1.51750815,70
2,2,Santa Cruz,Central Coast,July,SINGLE_FAMILY,1354,7172,1425000,1946,1,0.78080104,1.8701252,206
2,3,San Gabriel,San Gabriel Valley,September,SINGLE_FAMILY,1429,8371,1102000,1949,2,0.42808337,1.51277236,83
1,2,Santa Cruz,Central Coast,June,SINGLE_FAMILY,918,5489,1685000,1928,2,0.23555245,1.73255935,347
5,5,San Gabriel,San Gabriel Valley,September,SINGLE_FAMILY,3662,9767,2465000,2016,3,0.22147135,1.6690862,71
3,4,San Diego,San Diego County,September,SINGLE_FAMILY,3331,5121,1813000,2003,3,0.52774101,1.35327872,2
2,2,San Francisco,Bay Area,July,SINGLE_FAMILY,1431,4120,1200000,1928,0,0.44765419,0.9360024,429
3,4,San Diego,San Diego County,September,SINGLE_FAMILY,2165,3420,1650000,2010,2,0.31057314,4.03841926,27
2,4,Santa Cruz,Central Coast,July,SINGLE_FAMILY,1959,5227,1660000,1990,2,0.22599738,1.44506826,270
3,3,Santa Paula,Central Coast,July,SINGLE_FAMILY,2361,17667,1202000,1987,4,0.40281858,0.50620217,13
3,4,San Diego,San Diego County,July,SINGLE_FAMILY,2188,50332,1500000,2004,0,0.26793459,3.43683586,26
3,4,San Diego,San Diego County,July,SINGLE_FAMILY,1985,5639,1525000,1976,4,0.38165174,2.80067893,21
3,4,Monterey,Central Coast,August,SINGLE_FAMILY,3243,12700,1900000,1986,3,0.55324051,2.89816349,20
2,2,San Francisco,Bay Area,September,SINGLE_FAMILY,1063,2382,2001000,1899,0,0.2318467,0.57374618,1429
1,2,Venice,LA County,September,SINGLE_FAMILY,1080,3898,1500000,1950,0,0.44362492,1.35019966,301
3,4,Los Angeles,LA County,June,SINGLE_FAMILY,,11251,2075000,1947,0,0.32061029,2.36572379,198
3,4,Rancho Palos Verdes,South Bay,August,SINGLE_FAMILY,1974,11622,2270000,1961,2,0.15874744,5.26026208,5
5,5,Long Beach,LA County,August,SINGLE_FAMILY,3448,6350,2290000,1989,4,0.48766711,1.52085056,261
3,5,Morgan Hill,Bay Area,July,SINGLE_FAMILY,2571,11326,1975000,2006,3,0.6929163,9.12827863,80
9,10,Los Alamitos,Orange County,August,MULTI_FAMILY,4988,8712,2030000,1978,0,0.13731009,0.54455132,43
2,4,Morgan Hill,Bay Area,September,SINGLE_FAMILY,1940,6970,1450000,1980,2,0.47373505,7.29246237,23
4,4,Fremont,Bay Area,August,TOWNHOUSE,2105,0,1598000,2015,2,0.36491536,1.58790974,91
5,5,Fresno,Central Valley,July,SINGLE_FAMILY,4182,31141,1300000,1986,5,0.80530607,2.46989679,73
5,5,Diamond Bar,San Gabriel Valley,September,SINGLE_FAMILY,3312,6422,2020000,2015,3,0.37165404,3.69562537,7
4,4,Encinitas,San Diego County,September,SINGLE_FAMILY,3338,19306,2500000,2016,3,0.47585202,1.45429687,68
2,4,San Jose,Bay Area,September,SINGLE_FAMILY,1986,7875,2046525,1978,3,0.23291519,3.96417985,73
3,2,Solana Beach,San Diego County,August,CONDO,1336,158793,1400000,1975,2,0.92042007,4.06655178,46
3,3,Santa Barbara,Central Coast,August,CONDO,1643,,1325000,1996,0,0.5034853,1.76109437,37
2,2,Los Angeles,LA County,July,SINGLE_FAMILY,1294,11700,1472000,1952,0,0.25124287,1.47711727,142
3,3,Los Angeles,LA County,August,SINGLE_FAMILY,2180,6791,1600000,1950,0,0.48540656,1.47450312,216
1,2,Los Angeles,LA County,August,SINGLE_FAMILY,1243,6586,1295000,1950,2,0.20753505,1.75353903,207
3,4,Los Angeles,LA County,July,SINGLE_FAMILY,2145,8245,2150000,1952,0,0.28255974,1.7275472,231
4,5,Los Angeles,LA County,August,SINGLE_FAMILY,3039,7409,2475000,1993,2,0.52127309,1.38810699,253
3,3,Los Angeles,LA County,August,SINGLE_FAMILY,1710,6429,2350000,1950,0,0.36171371,1.65584479,174
2,3,Los Angeles,LA County,August,SINGLE_FAMILY,1596,6959,1210000,1947,0,0.18430579,1.4587115,120
2,4,Los Angeles,LA County,August,SINGLE_FAMILY,2050,6507,1511250,1948,2,0.10269992,2.03280592,196
3,4,Los Angeles,LA County,June,SINGLE_FAMILY,2852,10728,1846664,1950,2,0.13547117,1.8386451,176
3,4,Los Angeles,LA County,August,SINGLE_FAMILY,2458,7662,2375000,1951,0,0.24489646,1.75456213,175
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,1347,5588,1225000,1950,0,0.23549775,1.62976379,96
3,4,Los Angeles,LA County,July,SINGLE_FAMILY,2146,7997,1800000,1950,2,0.21754886,1.80053786,171
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,1280,5758,1414650,1949,2,0.45841215,1.78161441,183
3,3,Los Angeles,LA County,August,SINGLE_FAMILY,1975,5510,1391500,1950,1,0.37461643,1.70425985,92
3,3,Los Angeles,LA County,August,SINGLE_FAMILY,2152,9121,1900000,1950,0,0.17593169,1.88917214,183
2,2,Los Angeles,LA County,July,SINGLE_FAMILY,1575,6263,1806500,1948,0,0.20295438,1.86182386,182
3,2,Los Angeles,LA County,August,CONDO,1676,12937,1160000,1987,2,0.08560847,2.06157778,204
2,3,Los Angeles,LA County,July,SINGLE_FAMILY,1207,5501,1545000,1948,2,0.11336437,2.09436077,211
4,5,Los Angeles,LA County,August,SINGLE_FAMILY,2280,6168,2500000,2024,2,0.41005722,1.89519777,194
1.25,3,Los Angeles,LA County,August,SINGLE_FAMILY,1671,6360,1430000,1945,0,0.28266586,2.05471553,192
3,3,Los Angeles,LA County,September,SINGLE_FAMILY,2529,8925,1850000,1955,2,0.17435168,1.98987208,199
